,query_index,qgetSelectivityuery,#predicate,mdist,qdist,constraint,bound,approach,selected_model,pareto_model,#pareto,non_pareto_model,#non_pareto,pareto_ratio,accuracy,cost,optimization_time,data_process_time,query
24,2,,4,uniform,uniform,cost,150.0,baseline_pareto,remote.model_126|person.model_41|cup.model_90|bird.model_90,remote.model_126|person.model_41|cup.model_90|bird.model_90,4,,0,1.0,0.68017408,140.0,0.0002,0.0033,cup & person & remote | bird
25,2,,4,uniform,uniform,cost,100.0,baseline_pareto,remote.model_40|person.model_42|cup.model_90|bird.model_90,remote.model_40|person.model_42|cup.model_90|bird.model_90,4,,0,1.0,0.65660416,98.0,0.0002,0.0024,cup & person & remote | bird
26,2,,4,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0005,0.0024,cup & person & remote | bird
27,2,,4,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0004,0.0028,cup & person & remote | bird
28,2,,4,uniform,uniform,cost,100.0,baseline_pareto,remote.model_40|person.model_42|bird.model_90|cup.model_90,remote.model_40|person.model_42|bird.model_90|cup.model_90,4,,0,1.0,0.65660416,98.0,0.0007,0.0028,cup & person & remote | bird
29,2,,4,uniform,uniform,cost,150.0,baseline_pareto,bird.model_30|cup.model_30|remote.model_141|person.model_41,bird.model_30|cup.model_30|remote.model_141|person.model_41,4,,0,1.0,0.6508928,133.0,0.0003,0.0032,cup & person & remote | bird
30,4,,4,uniform,uniform,cost,150.0,baseline_pareto,clock.model_30|person.model_32|dining_table.model_140|handbag.model_78,clock.model_30|person.model_32|dining_table.model_140|handbag.model_78,4,,0,1.0,0.8811416999999999,148.0,0.0012,0.0031,dining_table | person & clock | handbag
31,4,,4,uniform,uniform,cost,100.0,baseline_pareto,clock.model_30|handbag.model_30|dining_table.model_30|person.model_41,clock.model_30|handbag.model_30|dining_table.model_30|person.model_41,4,,0,1.0,0.85809936,73.0,0.0001,0.0024,dining_table | person & clock | handbag
32,4,,4,uniform,uniform,cost,50.0,baseline_pareto,dining_table.model_30|handbag.model_30|clock.model_30|person.model_32,dining_table.model_30|handbag.model_30|clock.model_30|person.model_32,4,,0,1.0,0.84293232,50.0,0.0007,0.0037,dining_table | person & clock | handbag
33,4,,4,uniform,uniform,cost,50.0,baseline_pareto,handbag.model_30|dining_table.model_30|clock.model_30|person.model_32,handbag.model_30|dining_table.model_30|clock.model_30|person.model_32,4,,0,1.0,0.84293232,50.0,0.0003,0.0024,dining_table | person & clock | handbag
34,4,,4,uniform,uniform,cost,100.0,baseline_pareto,clock.model_30|dining_table.model_30|person.model_42|handbag.model_33,clock.model_30|dining_table.model_30|person.model_42|handbag.model_33,4,,0,1.0,0.8554528000000001,94.0,0.0007,0.0026,dining_table | person & clock | handbag
35,4,,4,uniform,uniform,cost,150.0,baseline_pareto,clock.model_30|handbag.model_33|dining_table.model_133|person.model_41,clock.model_30|handbag.model_33|dining_table.model_133|person.model_41,4,,0,1.0,0.8853495999999998,150.0,0.0004,0.004,dining_table | person & clock | handbag
36,3,,4,uniform,uniform,cost,150.0,baseline_pareto,train.model_140|person.model_41|handbag.model_78|bicycle.model_78,train.model_140|person.model_41|handbag.model_78|bicycle.model_78,4,,0,1.0,0.7406531999999999,147.0,0.0002,0.0026,handbag & person | train & bicycle
37,3,,4,uniform,uniform,cost,100.0,baseline_pareto,handbag.model_33|train.model_140|bicycle.model_140|person.model_42,handbag.model_33|train.model_140|bicycle.model_140|person.model_42,4,,0,1.0,0.681334,99.0,0.0007,0.0027,handbag & person | train & bicycle
38,3,,4,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0005,0.0049,handbag & person | train & bicycle
39,3,,4,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0004,0.0031,handbag & person | train & bicycle
40,3,,4,uniform,uniform,cost,100.0,baseline_pareto,person.model_42|bicycle.model_140|train.model_140|handbag.model_33,person.model_42|bicycle.model_140|train.model_140|handbag.model_33,4,,0,1.0,0.681334,99.0,0.001,0.0026,handbag & person | train & bicycle
41,3,,4,uniform,uniform,cost,150.0,baseline_pareto,train.model_140|bicycle.model_78|handbag.model_78|person.model_41,train.model_140|bicycle.model_78|handbag.model_78|person.model_41,4,,0,1.0,0.7406531999999999,147.0,0.0002,0.0031,handbag & person | train & bicycle
42,9,,4,uniform,uniform,cost,150.0,baseline_pareto,bowl.model_140|tennis_racket.model_30|tie.model_67|spoon.model_90,bowl.model_140|tennis_racket.model_30|tie.model_67|spoon.model_90,4,,0,1.0,0.95424,149.0,0.0002,0.0031,tennis_racket | (spoon & bowl) | tie
43,9,,4,uniform,uniform,cost,100.0,baseline_pareto,tie.model_38|bowl.model_133|spoon.model_30|tennis_racket.model_30,tie.model_38|bowl.model_133|spoon.model_30|tennis_racket.model_30,4,,0,1.0,0.9408681999999999,95.0,0.0007,0.0031,tennis_racket | (spoon & bowl) | tie
44,9,,4,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0005,0.0024,tennis_racket | (spoon & bowl) | tie
45,9,,4,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0005,0.0046,tennis_racket | (spoon & bowl) | tie
46,9,,4,uniform,uniform,cost,100.0,baseline_pareto,bowl.model_28|tie.model_67|tennis_racket.model_30|spoon.model_30,bowl.model_28|tie.model_67|tennis_racket.model_30|spoon.model_30,4,,0,1.0,0.9491200000000001,94.0,0.0004,0.003,tennis_racket | (spoon & bowl) | tie
47,9,,4,uniform,uniform,cost,150.0,baseline_pareto,spoon.model_30|tie.model_55|bowl.model_89|tennis_racket.model_89,spoon.model_30|tie.model_55|bowl.model_89|tennis_racket.model_89,4,,0,1.0,0.95793061,149.0,0.0003,0.0028,tennis_racket | (spoon & bowl) | tie
48,8,,8,uniform,uniform,cost,150.0,baseline_pareto,cup.model_90|fork.model_90|dining_table.model_140|car.model_140|bench.model_140|bowl.model_140|couch.model_140|bottle.model_78,cup.model_90|fork.model_90|dining_table.model_140|car.model_140|bench.model_140|bowl.model_140|couch.model_140|bottle.model_78,8,,0,1.0,0.7858701606811777,141.0,0.0003,0.004,(bottle & dining_table) | (bowl & couch & car & fork & bench) | cup
49,8,,8,uniform,uniform,cost,100.0,baseline_pareto,bowl.model_140|couch.model_140|car.model_140|cup.model_30|dining_table.model_30|bottle.model_30|fork.model_30|bench.model_42,bowl.model_140|couch.model_140|car.model_140|cup.model_30|dining_table.model_30|bottle.model_30|fork.model_30|bench.model_42,8,,0,1.0,0.7485213342684158,90.0,0.0003,0.0029,(bottle & dining_table) | (bowl & couch & car & fork & bench) | cup
50,8,,8,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0004,0.0039,(bottle & dining_table) | (bowl & couch & car & fork & bench) | cup
51,8,,8,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0005,0.0029,(bottle & dining_table) | (bowl & couch & car & fork & bench) | cup
52,8,,8,uniform,uniform,cost,100.0,baseline_pareto,couch.model_140|bench.model_140|fork.model_30|bottle.model_30|cup.model_30|car.model_133|bowl.model_133|dining_table.model_133,couch.model_140|bench.model_140|fork.model_30|bottle.model_30|cup.model_30|car.model_133|bowl.model_133|dining_table.model_133,8,,0,1.0,0.7684874432876799,97.0,0.0004,0.004,(bottle & dining_table) | (bowl & couch & car & fork & bench) | cup
53,8,,8,uniform,uniform,cost,150.0,baseline_pareto,cup.model_30|fork.model_30|bottle.model_30|car.model_133|dining_table.model_133|bowl.model_133|bench.model_42|couch.model_108,cup.model_30|fork.model_30|bottle.model_30|car.model_133|dining_table.model_133|bowl.model_133|bench.model_42|couch.model_108,8,,0,1.0,0.7712373334124799,146.0,0.0003,0.0032,(bottle & dining_table) | (bowl & couch & car & fork & bench) | cup
54,10,,8,uniform,uniform,cost,150.0,baseline_pareto,book.model_138|frisbee.model_38|boat.model_38|truck.model_30|bottle.model_30|apple.model_30|fork.model_30|umbrella.model_141,book.model_138|frisbee.model_38|boat.model_38|truck.model_30|bottle.model_30|apple.model_30|fork.model_30|umbrella.model_141,8,,0,1.0,0.8950763579504,149.0,0.0009,0.0032,(truck & fork & umbrella & book) | (boat & frisbee) | apple | bottle
55,10,,8,uniform,uniform,cost,100.0,baseline_pareto,bottle.model_30|apple.model_30|fork.model_30|truck.model_30|book.model_140|umbrella.model_140|boat.model_133|frisbee.model_133,bottle.model_30|apple.model_30|fork.model_30|truck.model_30|book.model_140|umbrella.model_140|boat.model_133|frisbee.model_133,8,,0,1.0,0.90541771856064,97.0,0.0003,0.0031,(truck & fork & umbrella & book) | (boat & frisbee) | apple | bottle
56,10,,8,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0003,0.0034,(truck & fork & umbrella & book) | (boat & frisbee) | apple | bottle
57,10,,8,uniform,uniform,cost,50.0,baseline_pareto,,,0,,0,0.0,0.0,0.0,0.0004,0.0036,(truck & fork & umbrella & book) | (boat & frisbee) | apple | bottle
58,10,,8,uniform,uniform,cost,100.0,baseline_pareto,frisbee.model_133|fork.model_30|bottle.model_30|truck.model_30|apple.model_30|umbrella.model_140|boat.model_140|book.model_140,frisbee.model_133|fork.model_30|bottle.model_30|truck.model_30|apple.model_30|umbrella.model_140|boat.model_140|book.model_140,8,,0,1.0,0.8985449576255999,97.0,0.0018,0.0046,(truck & fork & umbrella & book) | (boat & frisbee) | apple | bottle
59,10,,8,uniform,uniform,cost,150.0,baseline_pareto,book.model_140|umbrella.model_140|boat.model_133|frisbee.model_133|apple.model_30|bottle.model_30|truck.model_90|fork.model_90,book.model_140|umbrella.model_140|boat.model_133|frisbee.model_133|apple.model_30|bottle.model_30|truck.model_90|fork.model_90,8,,0,1.0,0.90715947078912,140.0,0.0008,0.0033,(truck & fork & umbrella & book) | (boat & frisbee) | apple | bottle
60,5,,8,uniform,uniform,cost,150.0,baseline_pareto,chair.model_33|clock.model_30|bus.model_30|handbag.model_30|tennis_racket.model_30|truck.model_90|sink.model_41|person.model_41,chair.model_33|clock.model_30|bus.model_30|handbag.model_30|tennis_racket.model_30|truck.model_90|sink.model_41|person.model_41,8,,0,1.0,0.997791247806352,149.0,0.0005,0.0041,bus | person | handbag & truck & clock & chair | tennis_racket | sink
61,5,,8,uniform,uniform,cost,100.0,baseline_pareto,bus.model_30|truck.model_30|tennis_racket.model_30|clock.model_30|person.model_42|sink.model_42|handbag.model_33|chair.model_33,bus.model_30|truck.model_30|tennis_racket.model_30|clock.model_30|person.model_42|sink.model_42|handbag.model_33|chair.model_33,8,,0,1.0,0.99711157494048,94.0,0.0009,0.0037,bus | person | handbag & truck & clock & chair | tennis_racket | sink
62,5,,8,uniform,uniform,cost,50.0,baseline_pareto,sink.model_32|chair.model_32|person.model_32|handbag.model_30|clock.model_30|bus.model_30|truck.model_30|tennis_racket.model_30,sink.model_32|chair.model_32|person.model_32|handbag.model_30|clock.model_30|bus.model_30|truck.model_30|tennis_racket.model_30,8,,0,1.0,0.995914438547104,50.0,0.0003,0.0031,bus | person | handbag & truck & clock & chair | tennis_racket | sink
63,5,,8,uniform,uniform,cost,50.0,baseline_pareto,bus.model_30|tennis_racket.model_30|truck.model_30|handbag.model_30|clock.model_30|chair.model_32|sink.model_32|person.model_32,bus.model_30|tennis_racket.model_30|truck.model_30|handbag.model_30|clock.model_30|chair.model_32|sink.model_32|person.model_32,8,,0,1.0,0.995914438547104,50.0,0.0003,0.0032,bus | person | handbag & truck & clock & chair | tennis_racket | sink
64,5,,8,uniform,uniform,cost,100.0,baseline_pareto,person.model_42|sink.model_42|chair.model_33|clock.model_30|bus.model_30|tennis_racket.model_30|handbag.model_30|truck.model_30,person.model_42|sink.model_42|chair.model_33|clock.model_30|bus.model_30|tennis_racket.model_30|handbag.model_30|truck.model_30,8,,0,1.0,0.997105355566968,94.0,0.0004,0.0033,bus | person | handbag & truck & clock & chair | tennis_racket | sink
65,5,,8,uniform,uniform,cost,150.0,baseline_pareto,chair.model_33|clock.model_30|handbag.model_30|truck.model_30|tennis_racket.model_30|bus.model_30|sink.model_41|person.model_41,chair.model_33|clock.model_30|handbag.model_30|truck.model_30|tennis_racket.model_30|bus.model_30|sink.model_41|person.model_41,8,,0,1.0,0.9977833438142562,106.0,0.0004,0.0043,bus | person | handbag & truck & clock & chair | tennis_racket | sink
